Country,Area,Continent,Parameter,Age,Sex,Variable,SIGICategories,Categories,Value,Average,Latitude,Longitude
Guatemala,Central America,America,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,41,56.8,20.3152,46.3661
Guatemala,Central America,America,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,46.7,56.8,20.3152,46.3661
Guatemala,Central America,America,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,30.8,56.8,20.3152,46.3661
Guatemala,Central America,America,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,55.1,56.8,20.3152,46.3661
Guatemala,Central America,America,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,14.9,56.8,20.3152,46.3661
Guatemala,Central America,America,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,76.5,56.8,20.3152,46.3661
Guatemala,Central America,America,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,61.8,56.8,20.3152,46.3661
Guatemala,Central America,America,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,56.8,20.3152,46.3661
Guatemala,Central America,America,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,79.2,56.8,20.3152,46.3661
Guatemala,Central America,America,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,77.7,56.8,20.3152,46.3661
Guatemala,Central America,America,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,40.9,56.8,20.3152,46.3661
Guatemala,Central America,America,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,82.1,56.8,20.3152,46.3661
Guatemala,Central America,America,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,82,56.8,20.3152,46.3661
Guatemala,Central America,America,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,56.8,20.3152,46.3661
Honduras,Central America,America,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,26.4,26.1,50.8503,-20.3517
Honduras,Central America,America,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,49.9,26.1,50.8503,-20.3517
Honduras,Central America,America,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,35.3,26.1,50.8503,-20.3517
Honduras,Central America,America,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,37.7,26.1,50.8503,-20.3517
Honduras,Central America,America,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,11.7,26.1,50.8503,-20.3517
Honduras,Central America,America,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,93.8,26.1,50.8503,-20.3517
Honduras,Central America,America,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,26.1,50.8503,-20.3517
Honduras,Central America,America,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,26.1,50.8503,-20.3517
Honduras,Central America,America,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,none,26.1,50.8503,-20.3517
Honduras,Central America,America,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,26.1,50.8503,-20.3517
Honduras,Central America,America,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,none,26.1,50.8503,-20.3517
Honduras,Central America,America,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,none,26.1,50.8503,-20.3517
Honduras,Central America,America,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,83.9,26.1,50.8503,-20.3517
Honduras,Central America,America,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,26.1,50.8503,-20.3517
Mexico,Central America,America,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,32.7,45.8,39.251,-88.7733
Mexico,Central America,America,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,40.6,45.8,39.251,-88.7733
Mexico,Central America,America,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,45.8,39.251,-88.7733
Mexico,Central America,America,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,34.5,45.8,39.251,-88.7733
Mexico,Central America,America,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,45.8,39.251,-88.7733
Mexico,Central America,America,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,68.2,45.8,39.251,-88.7733
Mexico,Central America,America,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,46.5,45.8,39.251,-88.7733
Mexico,Central America,America,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,45.8,39.251,-88.7733
Mexico,Central America,America,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,76,45.8,39.251,-88.7733
Mexico,Central America,America,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,75,45.8,39.251,-88.7733
Mexico,Central America,America,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,46.8,45.8,39.251,-88.7733
Mexico,Central America,America,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,81,45.8,39.251,-88.7733
Mexico,Central America,America,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,83.4,45.8,39.251,-88.7733
Mexico,Central America,America,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,45.8,39.251,-88.7733
Nicaragua,Central America,America,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,18.4,55.9,6.4969,2.6289
Nicaragua,Central America,America,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,59.2,55.9,6.4969,2.6289
Nicaragua,Central America,America,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,55.9,6.4969,2.6289
Nicaragua,Central America,America,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,58.1,55.9,6.4969,2.6289
Nicaragua,Central America,America,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,55.9,6.4969,2.6289
Nicaragua,Central America,America,Perception that a husband is not justified in hitting or beating his wife under any circumstances,From 15 to 49 years,Female,Attitudes,Violence against women,General violence ,88,55.9,6.4969,2.6289
Nicaragua,Central America,America,Perception that a woman earning more money than her husband doesn't cause any problems,18 years or over,Total,Attitudes,Household responsibilities,Social rights,56.1,55.9,6.4969,2.6289
Nicaragua,Central America,America,Perception that female genital mutilation should stop,From 15 to 49 years,Female,Attitudes,Female genital mutilation,General violence,none,55.9,6.4969,2.6289
Nicaragua,Central America,America,Perception that men don't necessarily make better political leaders than women,18 years or over,Total,Attitudes,Political voice,Freedom and justice,74.8,55.9,6.4969,2.6289
Nicaragua,Central America,America,Perception that men shouldn't have more right to a job than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,73.8,55.9,6.4969,2.6289
Nicaragua,Central America,America,Perception that children sufference isn't a consequence of a mother working for pay,18 years or over,Total,Attitudes,Household responsibilities,Social rights,35.4,55.9,6.4969,2.6289
Nicaragua,Central America,America,Perceptions that men don't necessarily make better business executives than women,18 years or over,Total,Attitudes,Workplace rights,Social rights,80.6,55.9,6.4969,2.6289
Nicaragua,Central America,America,Percentage of women not in a child marriage,From 15 to 19 years,Female,Practices,Child marriage,General violence,77.7,55.9,6.4969,2.6289
Nicaragua,Central America,America,Non genital-mutilated women percentage,From 15 to 49 years,Female,Practices,Female genital mutilation,General violence,none,55.9,6.4969,2.6289
Panama,Central America,America,Bank account ownership,15 years or over,Female,Practices,Access to financial assets,Economic rights,43.1,29.7,25.3152,47.3661
Panama,Central America,America,Feeling of safety at night,15 years or over,Female,Practices,Freedom of movement,Freedom and justice,51.9,29.7,25.3152,47.3661
Panama,Central America,America,House ownership,15 years or over,Female,Practices,Access to non-land assets,Economic rights,none,29.7,25.3152,47.3661
Panama,Central America,America,Confidence in the judicial system and courts,15 years or over,Female,Practices,Access to justice,Freedom and justice,39.1,29.7,25.3152,47.3661
Panama,Central America,America,Land ownership,15 years or over,Female,Practices,Access to land assets,Economic rights,none,29.7,25.3152,47.3661
